everything that,THAEFRG,10
local,HROEL,10
sources,SORSZ,10
engineer,TKPWRAO*ER,10
regardless,RARLD,10
accepted,SEPD,10
high school,HAOL,10
arrow,RO*EUR,10
means that,TPHAOEPBS,10
housing,HOUG,10
cd,KR*D,10
differently,TKEUFRL,10
created,KRAOETD,10
in front,STPROPBT,10
front of,TPROFPBT,10
identity,AOEUTD,10
supportive,SPORBL,10
bedroom,PW-PL,10
cabinet,KABT,10
contender,K*ERPBD,10
midnight,PHAOEUPBT,10
crisis,KRA*ES,10
credible,KREUBL,10
anticipate,SPA*EUT,10
asleep,SHRAO*EP,10
reassure,RAE/SHAOUR,10
circulation,SHRAEURBGS,10
it would be,TWOB,10
circulate,SKHRAEUT,10
calculation,KHRAEUGS,10
grandmother,TKPWR-PL,10
nearby,TPHAERB,10
platform,PHRORPL,10
emotionally,A*ELGS,10
momentum,PHO*EPLT,10
military,PHEULT,10
difficulty,TKOEUFLT,10
upgrade,UPGD,10
depress,TKPRES,10
dependence,TKPEPBS,10
demonstration,TKPHOPBGS,10
comedy,KOPLD,10
retirement,RAO*EUPLT,10
activate,TA*EFT,10
utterly,UT/ERL,10
detection,TKEBGS,10
waking,WAEUG,10
weekly,WAOELG,10
would the,WOT,10
appoint,POEUPB,10
gradually,TKPWRAELD,10
political,PHREUL,10
faculty,TPA*BG,10
tonight,TOPBT,10
violence,SROEUPBLS,10
inhabit,TPHABT,10
discharge,TKARPBLG,10
discount,TK-BG,10
advance,SRAPBS,10
athlete,THRAO*ET,10
toxic,TOEUBGS,10
narrow,TPHO*EUR,10
capacity,KPAFT,10
recourse,RAOERBGS,10
organization,ORGS,10
transform,TR-FRPL,10
is that the,STHAT,10
forthcoming,TPO*RT/KOPLG,10
indicate,KAEULT,10
duration,TKRAEUGS,10
fundament,TP*UPLT,10
expert,SPERT,10
powder,PO*URD,10
committee,KPHAOE,10
nationwide,TPHAEUGS/WAOEUD,10
homework,HOERBG,10
genetic,SKWR*EPBG,10
concrete,KRAOEPBT,10
runner,RAOURPB,10
contradiction,KROEUBGS,10
exile,KPAO*EUL,10
superior,SPOEUR,10
household,HOUS/HOLD,10
overwhelm,AUFRPL,10
forty,TPOURT,10
intake,SPWAEUBG,10
rumor,RAOURPL,10
motive,PHO*EUFT,10
simulate,SPHRAEUT,10
diagnose,TK-G,10
convict,K-FBGT,10
gonna,KPW*G,10
threaten,THREFPB,10
formula,TPHRORPL,10
anxiety,KPAO*EUT,10
expression,KPR*EGS,10
invited,EUPB/SRAOEUTD,10
worked,WORBGD,10
accidentally,STKEPBLT,10
believe in,TPWHREF,10
virtue,SRAOURT,10
honestly,HOPBLS,10
exclusion,SKHRAOUGS,10
and you'll,SKPUL,10
we can't,WEBGT,10
excellent,KPHREPBT,10
television,TELGS,10
infra,EUFRPB,10
injection,SKPWREBGS,10
address,TKROEUS,10
confirmation,KEURPGS,10
i understand,EUPBDZ,10
administrator,STRAEUR,10
hopeful,HOEFL,10
nevertheless,TPHEFRLS,10
normally,TPHO*L,10
administrative,STKRAEUF,10
assumption,SUPLS,10
supplement,S*UPLT,10
suspend,SP*EPBD,10
review,RAOU,10
shelter,SHELT,10
reporter,ROERP,10
adaptation,TKAP/TAEUGS,10
conduct,KUBGT,10
vehicle,SREBG,9
how would,HOULD,9
present to,TPROEPBT,9
conception,KEPGS,9
have said,SR-BS,9
form of,TPOFRPL,9
worker,WRORBG,9
too large,TAORPBLG,9
cannot,SK-PBT,9
medication,PHA*EUBS,9
good day,TKPW-D,9
all right,HRAOEURBLT,9
group of,TKPWRAOUFP,9
wondering,WOPBGD,9
it should,T-RBD,9
as far,STPA*R,9
lately,HRAEULT,9
older,OERLD,9
mind is,SPHAOEUPBD,9
thinking,THEUG,9
sacred,SKRED,9
programming,PRAPLG,9
just go,STKPWRUFT,9
normal,TPHOL,9
risky,ROEUFBG,9
elsewhere,WRELS,9
yes.,KWR*EFPLT,9
fantasy,TPAEPBTS,9
over time,OEFRPL,9
girlfriend,TKPWOEUF,9
listen to,THROEUFPB,9
question is,SKWE,9
functional,TPUPBLGS,9
exist,KPEUFT,9
from us,TPRUS,9
should not,SH-PBLT,9
just about,SKWRABT,9
fitness,TP*PBS,9
different from,TKREUFRPB,9
despite,STKPAOEUT,9
repair,RAO*EP,9
discovery,SKOEFR,9
speaking,SPAEG,9
priority,PRAOEURT,9
author,THOER,9
racing,RAEFG,9
human being,HAOUB,9
you have a,U/SRA*E,9
demonstrate,STKRAEUT,9
therapist,TH*EUFT,9
expensive,SP*EF,9
robot,ROEBT,9
mentor,PHERPBT,9
admire,TKPHEUR,9
disappointed,TKEUS/POEUPBTD,9
overly,OEFRL,9
incredible,TPHEBL,9
telephone,TEFL,9
fifteen,TPEUFPB,9
spotlight,SP-LT,9
allocation,KHRA*EUG,9
enthusiast,THAOUS/KWRAFT,9
explode,SPHROED,9
radiation,RAEGS,9
vulnerable,SRUBL,9
united,KWRAOEUPBTD,9
offense,OFPBS,9
distress,STKRES,9
genius,SKWRAOEPBS,9
discrim,STKREUPL,9
discrimination,SKREUPL/TPHAUGS,9
apartment,ARPLT,9
striking,STRAOEUG,9
does that,TKHAOS,9
residence,R*EPBS,9
trouser,TROURS,9
consequence,KWEPS,9
punish,P*RB,9
you wanted,UPTD,9
reasonable,R-PBL,9
forum,TPAURPL,9
recording,RORGD,9
sexual,SWAUL,9
alex,A*LGS,9
consideration,K-RGS,9
capture,KA*FP,9
chronic,KRO*BG,9
chemistry,SKR*EU,9
economic,KPHEBG,9
intact,TAEBGT,9
female,TPAEL,9
thesis,THAES,9
faces,TPAEUFS,9
iveness,EUFPBS,9
effectiveness,TPEFPBS,9
income,TPH-BG,9
spectrum,SPREPL,9
conflict,TPHREUBGT,9
nervous,TPHEFRS,9
vocal,SROELG,9
privacy,PROEUF,9
disposal,TKOEFL,9
device,TKWEUS,9
strongly,STROPBLG,9
transformation,TR-FRGS,9
defect,TKAOEFT,9
testify,T*EF,9
if i'm,TPAOEUPL,9
and the other,SKPOERT,9
announcement,TPHOUPLT,9
incorporate,TPHORPT,9
internal,SPWERPBL,9
edit,ETD,9
consensus,SKEPBS,9
venture,SRERPBT,9
canal,KAPBL,9
transmission,TR*EUGS,9
estimate,STEUPLT,9
chemical,KHEL,9
investor,SREFR,9
surrender,SREPBD/UR,9
primarily,PROEURL,9
ultimately,*ULT,9
interpret,TERP,9
disaster,STKAFR,9
deny,TKOEUPB,9
breakfast,PWR-FS,9
outcome,KWUPL,9
innovate,TPHO*FT,9
dvd,TK*FD,9
closely,KHROELS,9
automatically,AUPL/HREU,9
relaxed,RE/HRAGD,9
where he,WRE,9
default,TKEFLT,9
navigation,TPHAFGS,9
border,PWRORD,9
start to,STAORT,9
specialist,SPEFLT,9
interval,SPWR-FL,9
associated,SOERBD,9
distract,STKRABGT,9
cooking,KAOG,9
aircraft,AEURBGT,9
recommendation,REPLGS,9
daughter,TKAUR,9
profound,PROFPBD,9
presume,PRAOUPL,9
equip,KWEUP,9
arrest,A*EURS,9
chamber,KHAEURPL,9
o'clock,KHRO*BG,9
stimulus,SHRUS,9
prosecutor,PR-RT,9
dispute,STKPAOUT,9
attribute,TR-BT,9
wasted,WAEFD,9
lot of the,HRO*EFT,9
a lot of the,HROEFLT/-FT,9
apology,POLG,9
gonna,TKW*G,9
laser,HRAERZ,9
baseball,SPWAUL,9
diversity,TKWEFRT,9
national,TPHAT,9
disagree,TAO*EG,9
indicator,KOERT,9
institute,STPHAO*UT,9
perception,PERPGS,9
naturally,TPHAERL,9
intellect,SPWHREBGT,9
proceeds,PRAOEDZ,9
relatively,RE/TEUFL,9
moderate,PHO*RTD,9
consistency,KAOPBS,9
reply,PHREU,9
surrounding,SROUPBGD,9
estate,STAET,9
monitor,PHORPT,9
concert,KERT,9
over it,TOEFR,8
stenography,STPHOG/TPEU,8
over with,WOEFR,8
happened to,THAOPD,8
license,HR-PB,8
put it,TPUT,8
defend,TKEFD,8
difficult,TKEUFL,8
magnet,PHEGT,8
who is,WHOS,8
best way to,PWEFT/TWAOEU,8
locate,HROEBG,8
top of the,TOFPT,8
adult,TKULT,8
merely,PHAOERL,8
reference,REFRPBS,8
doing the,TKAOGT,8
instantly,STPHAPBL,8
laughter,HRAFR,8
public school,PHRAOUL,8
miserable,PHEUFRBL,8
argue,ARG,8
top of,TOFP,8
equally,KWAEL,8
they know,TH*EPB,8
is too,STAO,8
concept,K*EPT,8
exit,KPEUT,8
and also,SKPALS,8
indication,KA*EUGS,8
s is,S-S,8
depression,TKPREGS,8
resources,RE/SORSZ,8
prevent,PREFPBT,8
publicity,PHR*EUFT,8
initiate,PH*EURBT,8
ready to,TKRAOE,8
to believe,TOBL,8
numerous,TPHAOUPLS,8
affordable,AFRBL,8
raising,RA*EUFG,8
learn to,THROERPB,8
restrict,REUBGT,8
mixed,PHEUGD,8
humble,HUFRBL,8
dissolve,STKOF,8
recognition,REBGS,8
guidance,TKPWAOEUPBS,8
artistic,TR*EUFBG,8
deeply,TKAO*EPL,8
guitar,TKPWAUR,8
compose,KPOEZ,8
kidney,KO*EUPD,8
dialogue,TKHROG,8
stimulate,ST*EUPLT,8
incredibly,TPHRERBL,8
threshold,THRERBLD,8
fiscal,TPEUFBG,8
turn the,TURPBT,8
can feel,K-FL,8
regulation,RAEUGS,8
furniture,TPURPBT,8
economics,KPHEBGS,8
enthusiastic,THU/ST-BG,8
basically,PWHAEUFBG,8
deliberately,TKHREUBLT,8
excess,KPESZ,8
corporate,KORPT,8
specify,SPEF,8
legislative,HRA*EUF,8
promotion,PROEGS,8
asylum,SHRAO*EUPL,8
anyway,TPHAE,8
disadvantage,TKEUS/SRAPBG,8
extract,KPRABGT,8
i don't even,KWRAO*EFPB,8
presence,PREPBS,8
item,AOEUPLT,8
prediction,PREUBGS,8
manipulate,PHAPB/PHRAEUT,8
component,KPOEPT,8
elderly,ERLD,8
borrow,PWO*ER,8
guilty,TKPW-LT,8
network,TPHERBG,8
consequent,SKW*EPBT,8
punishment,PUPLT,8
bacteria,PWAOERBT,8
dispose,STKPOES,8
convenience,SRAOEPBS,8
conserve,KWEFRB,8
percentage,PWERPBLG,8
conversion,KERGS,8
institution,STPHAO*UGS,8
responsibility,SPOBLT,8
quickly,KWULG,8
outlet,AOUT/HRET,8
forty,TPOERT,8
delighted,TKHRAOEUTD,8
variation,SRAEURGS,8
traditional,TRAL,8
advertising,TAOEUFG,8
extensively,EBGS/TEPBS/EUFL,8
segment,S*EPLT,8
humanity,HAOUPLT,8
i haven't,EUFPBT,8
inhabitant,HAB/TAPBT,8
agent,AGT,8
sticky,STO*EUBG,8
measurement,PHEPLT,8
render,RERPBD,8
merchant,PHEFRPBT,8
constitution,TAO*UGS,8
december,TKAOES,8
cultural,KAOUFPL,8
examination,KP-GS,8
actually,TAOULT,8
decisive,STKAOEUFS,8
debate,TKPA*EUT,8
advertisement,TEUPLT,8
headquarters,H-RS,8
spider,SPAOEURD,8
uncle,*UPBG,8
motor,PHOETS,8
helmet,HEPLT,8
peculiar,PEBG/HRAR,8
cycle,SOEUBG,8
if i was,TPEUFS,8
exceed,KPAOED,8
destruct,TKRUBGT,8
predict,PREUBGT,8
luckily,HRULG,8
positive,PEUF,8
correctly,KRELG,8
for example,TPOERBGS,8
oppose,OPZ,8
legit,HREPBLGT,8
deprive,TKPRAOEUF,8
historical,HOEURL,8
copper,KO*RP,8
countryside,KUPBT/SAOEUD,8
exclusively,SKHRAOUFL,8
depressed,TKPREFD,8
poster,POEFRT,8
harass,HARS,8
harassment,HARPLT,8
choices,KHOEUFS,8
ridiculous,REULGS,8
inspiration,SPRAEUGS,8
submitted,SPHEUTD,8
apparatus,AP/RATS,8
hypothesis,HA*ES,8
significantly,SEULG,8
first name,TPEURPB,8
i ever,EUFR,8
editor,ERTD,8
assistant,SEUFPBT,8
minority,PHAOEURPBT,8
completed,KPHRAOETD,8
isolated,AOEUS/HRAEUTD,8
constitutional,STAOULGS,8
consultant,KULT/APBLT,8
assault,SA*ULT,8
chicken,KH*EUPB,8
combine,KPWAOEUPB,8
magnetic,PH*EGT,8
i didn't have,KWREUF,8
items,AOEUPLTS,8
high school,HAO*L,8
proposal,PROEL,8
astonishing,A/STOPB/EURBG,8
leisure,HR*ERB,8
if you have,TPUF,8
encouragement,EPB/KORPLT,8
embarrassed,EPL/PWRAFD,8
container,KAUPB/TEURPB,8
likelihood,4R50*D,8
customer,KUFR,8
integrated,EUPB/TKPWRAEUTD,8
election,HREBGS,8
massive,PHEUFS,8
substitution,STUGS,8
domain,TKPHAEUPB,8
valid,SRALD,8
potentially,PHREPBL,8
preparation,PREPGS,8
sustainable,STAEUPBL,8
embarrass,EPL/PWRAS,8
situated,SWAEUTD,8
respect,R-PT,8
occasional,KWAEULG,8
devise,TKWAOEUZ,8
competitor,KPOR,8
institutional,TPHAOUGS/A*L,8
behalf,PWAF,8
genuinely,SKWREUPBL,8
excellence,KPHREPBS,8
friday,TPREU,8
california,KRA,8
financial,TP-PBL,8
confirm,KEURPL,8
gender,SKWRERPBD,8
lethal,HRAO*ELT,8
carry,KAER,8
obstacle,OBS/K-L,8
what i was,WHAEUFS,8
entire,SPWAOEUR,7
liquid,KWEULD,7
which were,WEURP,7
housework,HOURBG,7
hold it,THOELD,7
system that,STHAPL,7
turn it,THURPB,7
may want,PHAEUPT,7
would feel,WOUFL,7
every night,EFRPBT,7
over there,THROEFR,7
hand and,SKPHAPBD,7
helpful,H*EFL,7
great many,TKPWRAEPL,7
such as,SUFPS,7
i don't know if,KWROEFPB,7
if you were,TPURP,7
discretion,SKREGS,7
electric,TR*EUBG,7
neighbor,TPHAEUB,7
point in,TPHOEUPBT,7
obligation,TKPWHRAUGS,7
alter,AURLT,7
off and,SKPOF,7
protocol,PROELT,7
visitor,SREUFRT,7
ies,KWREUS,7
frequency,TPR*EBGS,7
identical,AO*EULG,7
survive,SWAOEUF,7
she think,SHEPBG,7
along with,A/WHROPBG,7
enable,TPHAEUBL,7
highly,HAOEUL,7
s on,OPBS,7
what happens,WHAPS,7
encounter,EPB/KOUPBTS,7
presentations,PREPBGS/-S,7
which should,KH-RBD,7
frustration,TPRUFGS,7
intro,SPWRO,7
stand in,STPHAPBD,7
innovation,TPHO*FGS,7
promote,PROEPLT,7
called in,TKPHAULD,7
whisper,WHEUFR,7
must find,PHUFPBD,7
oral,ORL,7
material,TAOERL,7
engineering,TKPWRAO*ERPBG,7
monument,PHOPLT,7
administration,A*D/PH*RGS,7
why are,KWR-R,7
chance to,TKHAOPBS,7
confront,K-FRPBT,7
dynamic,TKPHAOEUBG,7
else's,*ELS,7
withdrawal,WAURL,7
possibly,POBL,7
if i can,TP/EUBG,7
and i can,SKPEUBG,7
human beings,HAOUBGS,7
experiences,SPAOERPBSZ,7
interact,TPHRABGT,7
access to,ABG/STOES,7
victim,SREUPL,7
versus,SR*S,7
laboratory,HROERB,7
chairman,KHEURPL,7
theoretical,THOEURL,7
applicable,PHREUBL,7
folding,TPOELGD,7
reform,RORPL,7
display,TKPHRAEU,7
very, very,SRE/SRE,7
similarity,SHRART,7
button,PW*PB,7
linear,HREURPB,7
whereas,WRAZ,7
scholar,SKHRA*R,7
formal,TPORL,7
informal,TPH-F/AL,7
manner,PHAERPB,7
ed in,TPH-D,7
arrival,AFRL,7
campaign,KPAEUPB,7
unusually,TPHAOURBL,7
participant,PARPT,7
resignation,REZ/TPHAEUGS,7
severe,SWAOER,7
castle,KAFL,7
opponent,POEPBT,7
mobilize,PHOEBLZ,7
litter,HREURT,7
fairness,TPAEURPBS,7
intervention,TWEPBGS,7
lies,HRAO*EUZ,7
violent,SROEUPBLT,7
butter,PWAOURT,7
entitle,SPWAOEULT,7
tenant,TAEPBT,7
ized,AO*EUFD,7
population,PHRAEUGS,7
united,AOUPBTD,7
enforcement,EPB/TPORPLT,7
research,REFRPB,7
is also,S-LS,7
adoption,TKOPGS,7
embarrassment,EPL/PWRAPLT,7
exhibition,KPEUBGS,7
he should,HERBD,7
annoyed,TPHOEUD,7
latin,HRA*PB,7
noticed,TPH-TD,7
college,KHREPBLG,7
mature,PHAEUFP,7
insult,STPHULT,7
venue,SRAOUPB,7
museum,PHAOUPL,7
foster,TPOFRT,7
passive,PEUFS,7
transportation,TR-PGS,7
neutral,TPHAOURLT,7
delivery,TKHROEUFR,7
affection,AFBGS,7
aesthetic,STHEBG,7
depict,TKPEUBGT,7
translate,THRAEUT,7
syndrome,STROEPL,7
consultation,SKULGS,7
shortly,SHORLT,7
uncertainty,STPHERPBT,7
prisoner,PREURZ,7
owner,OERPB,7
apologize,POLZ,7
grandparent,TKPWR-PT,7
inject,SKWR*BGT,7
garbage,TKPWARBG,7
advanced,SRAPBSD,7
embarrassing,EPL/PWRAFG,7
pilot,PAOEULT,7
farming,TPARPLG,7
attractive,A/TRAF,7
indict,TKAO*EUT,7
indictment,TKAO*EUPLT,7
colleague,KHRAOEG,7
accumulate,ABG/HRAEUT,7
basically,PWHRAEUFL,7
lies,HRAO*EUS,7
vacuum,SRAOUPL,7
administer,TKPHER,7
utilize,THRAOEUZ,7
devastate,TKWAFT,7
resistance,REUFBS,7
formerly,TPORPL/ERL,7
outsider,SWAOEURD,7
banner,PWAERPB,7
intelligent,SPWELT,7
retire,RAO*EUR,7
manager,PHARPBG,7
neglect,TPHEG,7
don't go,TKPWOEPBT,7
selective,SHREF,7
interactive,TPHRAF,7
surgical,SURL,7
exceptional,KPEPGS/AL,7
civilization,SEUFLGS,7
shatter,SHAERT,7
overwhelming,AUFR/WHEPLG,7
proceeding,PRAOEGD,7
native,TPHAEUFT,7
initially,TPHREURBL,7
charming,KHARPLG,7
forest,TPO*RS,7
photograph,TPOEF,7
occupation,OUPGS,7
voices,SROEUFS,7
explicitly,EBGS/PHREUFLT,7
sorrow,SROE,7
temple,TEFRPL,7
appointment,POEUPLT,7
inner,EURPB,7
causing,KAUFG,7
ing and,SKP-G,7
union,TPHAOUPB,7
that you will,THAUL,7
industrial,STREUL,7
lethargic,THARBG,7
which feel,KH-FL,7
literature,HR*EUFP,7
rubber,RAOURB,7
municipal,PHUPB/SPAL,7
technique,TAO*EBG,7
instance,STPHAPBS,7
exciting,KPAOEUG,7
companion,KPAPB/KWROPB,7
possession,P*EGS,7
experienced,SPAOERPBD,7
endorsement,EPB/TKORPLT,7
preference,PREFPBS,7
standard,12-D,7
liberty,HREUBT,7
camera,KOEURPL,7
firearm,TPAOEURPL,7
event,EFPBT,7
complement,PHREPLT,7
accordance,A/KORPBS,7
testimony,T*PL,7
prosecution,PR-GS,7
mineral,PHEUPBL,7
relevant,REFLT,7
i've got,AOEUFGT,7
credibility,KREBLT,7
suburban,SPWURPB,7
atmosphere,ATS/TPAOER,7
derive,TKAO*EUF,7
validity,SRALD/TEU,7
senior,SOEURPB,7
exert,KPERT,7
provision,PREUFGS,7
excuse,KPAOUZ,7
principal,PRAL,7
recycle,ROEUBG,7
biscuit,PWEUFBGT,7
amazed,A/PHAEUFD,7
expend,KPEPBD,7
expenditure,SPEPBD/TAOUR,7
formal,TPO*L,7
critically,KREUT/HREU,7
partially,PHRARBL,7
seventeen,STPAOEPB,7
amusing,A/PHAOUFG,7
careless,KAEURLS,7
exercise,KPERZ,7
formulate,TPHRAEURT,7
regularly,RELG,7
teenager,TAEURPBLG,7
equivalent,KWEUFL,7
classification,KHRAEUFGS,7
pursuit,PRAOUT,7
conviction,K-FBGS,7
theology,THAOELG,7
broadly,PWRAORLD,7
construction,KRUBGS,7
blessing,PWHR*EFG,7
examine,KP,7
depressing,TKPREFG,7
producer,PROUR,7
wednesday,WEPBD,7
criminal,KR-L,7
judicial,SKWREURBL,7
army,AERPL,6
industry,STREU,6
who think,WHOPBG,6
message,PHEPBLG,6
cotton,KO*PBT,6
located,HROEBGD,6
affect,AFBGT,6
since it,STEUPBS,6
come here,KPHAOER,6
mistaken,SPHAEUPB,6
few of,TPAOUF,6
beforehand,PW-FRPBD,6
who want,WHOPT,6
she want,SHEPT,6
welcome to,TWOELG,6
found that,TPHAOUPBD,6
even in,TPHAOEPB,6
greatest,TKPWRAEFT,6
allowed to,THRO*UD,6
atom,TOPLT,6
felt that,TPHAELT,6
sunshine,SUPB/SHAO*EUPB,6
standard,ST-D,6
example of,KP-FPL,6
contest,KEFT,6
very many,SR-RPL,6
that much,THAFP,6
have you ever,SRUFR,6
who feel,WHOFL,6
whereby,WR-B,6
confusion,KAUFGS,6
as good,STKPWAOD,6
what should,WHARBD,6
learning,HRERPG,6
relationship,R*EUP,6
standing,STAPBG,6
it feels,T-FLS,6
things are,THREUPBGS,6
tumble,TUFRBL,6
impressive,EUPL/PREF,6
refused,RAO*UFD,6
prepare,PRAEP,6
discovery,SKO*EUFR,6
accomplishment,PHREUPLT,6
resource,SRORS,6
currently,KURPBLT,6
courses,KORSZ,6
mental,PHEPBL,6
experiences,SPAOEFRPBS,6
effect,EFBG,6
qualification,KW-FGS,6
places,PHRAEUFS,6
new york,TPHORB,6
category,KOERG,6
withdraw,WRAU,6
incident,STK*EPBT,6
musical,PHAO*UL,6
everything to,TOEFRG,6
s from,TPR-S,6
were the,-RPT,6
beings,-BGZ,6
while the,WHAOEULT,6
other side,O*ERDZ,6
works,WORBGS,6
will be the,HR-BT,6
learning to,THROERPBG,6
motivated,PHOET/SRAEUTD,6
activities,TAEFTS,6
disability,TKABLT,6
consent,KEFPBT,6
conscience,KAUPBGS,6
independence,P*EPBS,6
tribunal,TREU/PWAOUPBL,6
disorder,TKORD,6
principles,PREUPBZ,6
investment,SREFPT,6
boyfriend,PWOEUF,6
that i will,THA/HREU,6
all of you,AUFL/U,6
clinical,KHR*EUL,6
rapid,RAPD,6
deployment,TKPHROEUPLT,6
package,PAPBLG,6
tourist,TUFRT,6
organized,ORGD,6
deficit,TK*EFT,6
integral,TKPWRA*L,6
appearance,PAOERPBS,6
amazing,PHAEUZ/-G,6
briefly,PWREFL,6
all the other,AUL/OERT,6
midst,PHEUDZ,6
preliminary,PREL,6
veteran,SR*ERPB,6
understand what,WHAURPBD,6
emergency,PH-PBLG,6
custom,KUFPL,6
audit,AUTD,6
cluster,KHRUFRT,6
unlikely,UPB/HRAOEUL,6
balanced,PWALD,6
where will,WR-L,6
dentist,TK*EUFT,6
should i,SHOEU,6
circuit,SEURBGT,6
grandfather,TKPWR-F,6
bicycle,PWOEUBG,6
interior,OERPBT,6
systematic,SPH-BG,6
reminder,RAOEURPBD,6
projection,PROPBGS,6
stunning,STAOUPBG,6
used,AOUFD,6
cases,KAEUSZ,6
meant to,TPHOEPBT,6
compensate,KPEPS/A*T,6
divert,TKWERT,6
organizational,ORG/A*L,6
hunger,HURPBG,6
good job,TKPWAOPBLG,6
characterize,KRARZ,6
manipulation,PHAPB/PHRAEUGS,6
origin,O*RPBLG,6
constituency,SWEPBS,6
and should,SKP-RBD,6
person is,SPERPB,6
hopefully,PHO*EFL,6
observation,OFGS,6
framework,TPRORBG,6
founder,TPOURPBD,6
ownership,OERP,6
quarters,KWRARTS,6
configuration,TKPWRAEUGS,6
naturally,TPHRARL,6
arena,A/RO*EUPB,6
previously,PRAOEFL,6
mechanical,PH-BG/KAL,6
vertical,SRERL,6
honesty,HOPBTS,6
applicant,AP/KAPBT,6
obese,PWAO*ES,6
obesity,PWAO*EFT,6
accounting,K-GT,6
preserve,PREFRB,6
pieces,PAOESZ,6
rapidly,RAEPLD,6
mainly,PHAEUPBL,6
motor,PHOERT,6
starting,STARGT,6
poison,POEUGS,6
legitimate,HREPBLG/PHAT,6
viewpoint,SRAOUPT,6
authorize,THOR,6
audience,AUPBS,6
testing,TEFG,6
hopefully,HO*EF,6
operator,PROERT,6
excuse,SKAOUS,6
shareholder,SHOERLD,6
proportion,PORPGS,6
collaboration,KHRABGS,6
visible,SREUBL,6
consist,KAO,6
afterwards,A*FRDZ,6
moonlight,PHAOLGT,6
crystal,KREUFL,6
district,TKR*T,6
surgeon,SURG,6
consumer,KAOURPL,6
necessity,TPHOEUFT,6
reasonably,RAEPBL,6
infer,TPH-FR,6
revenge,REFPBG,6
sweater,SWERT,6
parameter,PRAPLT,6
congressional,KO*PBG/TPHAL,6
foundation,TPO*UPBGS,6
want to have,WAOEPBT/SR,6
disturbing,TKEUS/TURBG,6
hero,HOEUR,6
spending,SPEPBG,6
newspaper,TPHUP,6
prescribe,PREUB,6
authentic,A*UT/EUBG,6
china,KHOEUPB,6
transition,TREUGS,6
wednesday,WEPBZ,6
innovative,EUPB/SRAEUFT,6
devote,TKWOET,6
humor,HAOURPL,6
headache,HAEUBG,6
substantially,SAUBS/HREU,6
aggressive,A/TKPWREF,6
alternative,HR-FRPB,6
remainder,RAEURPBD,6
alcoholic,KHOLG,6
minimum,PHEUPL,6
retired,RAO*EURD,6
extremely,KPRAOEPL,6
extraordinary,KPRORD,6
offender,TPOERPBD,6
respected,R-PTD,6
therapy,TH*ERP,6
aluminum,HRUPL/TPHUPL,6
spectacular,SPHRAR,6
dislike,STKHRAOEUBG,6
processes,PROEUSZ,6
background,PW-GD,6
surgery,S-RPBLG,6
download,TKHROED,6
angel,SKWRA*EUPBL,6
interim,SPWERPL,6
frightening,TPRAOEUT/EPBG,6
resemble,REUBL,6
consequently,SKW*EPBL,6
gotten,TKPW*PB,6
understand that,THAURPBD,6
assume,SAOUPL,6
commodity,KPHOT,6
all right,HR-RT,6
philosophical,TPO*FL,6
duo,TKWOE,6
worry,WOER,6
mechanic,PHEBG/TPHEUBG,6
jurisdiction,SKWRUBGS,6
cigarette,STKPWRET,6
occurrence,KAOURPBS,6
association,SOEGS,6
membership,PHEP,6
intensive,SPWEPB/S*EUF,6
tuition,TWEUGS,6
temporarily,TRAERL,6
illness,EUPBLS,6
i can't,AOEUBGT,6
urgent,URGT,6
popularity,PHRA*RT,6
garden,TKPWA*RPB,6
menu,PHAOUPB,6
sector,SERBGT,6
proportion,PRORGS,6
exaggerate,KPAPBLG/RAEUT,6
complication,KPHREUBGS,6
exotic,KPOT/EUBG,6
hobby,HOEUB,6
filmmaker,TPEUPL/PHAEURBG,6
visor,SRAOEURZ,6
defensive,TKEFS/*EUF,6
transcript,TREUPT,6
definitely,TKEFBL,6
allocate,KHRA*EUT,6
pirate,PAOEURT,6
infrastructure,TPRUBGS,6
roughly,R*UFL,6
policeman,PHRAPL,6
activation,TAEFGS,6
divorce,TKWORS,6
benefits,PWEFS,6
receipt,RAOET,6
translation,THRAEUGS,6
diplomatic,TKEUP/HROE/PH-BG,6
discourage,STKURPBLG,6
fundraising,TPRAEUG,6
intensify,SPWEPBS/TPEU,6
immune,TPHOEUPL,6
transparent,TRAEUPBT,6
symbol,SPWOL,6
confusing,KAOUFG,6
memorable,PH*EPL,6
electoral,HREBG/TORL,6
taxpayer,TA*EUP,6
start with,STWART,6
essentially,AOELGS,6
opposed,PO*EFD,6
similarly,SEUPL/HRARL,6
arrangement,A/RAEUPLT,6
anxious,KPUS,6
sculpture,SKAOUFP,6
browser,PWROURS,6
semester,SPHEFR,6
echo,KHO,6
competing,KPAOEGT,6
temporary,TRAER,6
typically,TEUP/KHREU,5
lifted,HREUFTD,5
branches,PWRAFPBS,5
settled,S*ELTD,5
where is,WR-S,5
subtract,STRABGT,5
show it,STHOE,5
too good,TAOGD,5
saline,SA*EUPBL,5
conventional,SREPBL,5
girlfriends,TKPWOEUFS,5
should not,SHOPBLT,5
timeline,THRAOEUPB,5
much for,TPHOUFRP,5
how late,HOULT,5
--,TK-R,5
follow up,TPHROUP,5
they should,THERBD,5
any fact,TPHEUFBGT,5
classes,KHRASZ,5
would believe,WOUBL,5
spaces,SPAEUFS,5
candy,KAEPBD,5
are being,R-BG,5
that want,THAPT,5
efficient,TP-RBT,5
efficiently,TPAOERBL,5
distribute,TKR-B,5
